100,102,75,103,104,ID,101,T0.7,106
1.4861771818347085e-05,,8.258279059646372e-06,3.3532277522776966e-06,1.4579608703051316e-05,"1,2,4,5-Cyclohexanetetrol-F",,,
4.5299745100100205e-05,2.3013007459322897e-06,,,2.677224729048848e-06,"1,2,4-Butanetriol-F",2.8599266972824817e-05,7.46952606681133e-05,2.4239294845889594e-06
3.167052156207146e-06,9.360376010820135e-06,9.090607517997622e-06,1.2069064934656574e-05,8.944570875658423e-06,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy--F",3.3058251089819553e-06,5.935310561885849e-06,1.5487081374959183e-05
5.019531850349988e-06,1.4712561679349532e-05,,5.019531850349988e-06,,"1,4-Butanediol-F",1.0859288351675113e-05,,2.2348995980876115e-05
1.5119424900517684e-06,1.0023024744523334e-05,3.966370409353838e-06,5.7874234617884066e-06,1.1533079445742405e-05,"1,5-Anhydroglucitol-F",2.258485701236441e-05,7.743995116994161e-05,6.1475581464975165e-06
,,1.5199528222535453e-05,,1.710488269808292e-05,"1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F",,,1.4653633404976178e-05
,4.792990000527625e-05,,,3.279519807059078e-05,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol-F,,,
,4.379597349444373e-06,1.0501437515179281e-05,1.3792717638957483e-05,2.669672317085981e-05,11-Methyldodecanol-F,3.411965807941497e-06,1.55027119377882e-05,7.657439056734032e-06
9.704946581785091e-06,1.7595941370518887e-05,1.5609026755639387e-05,1.246057520347657e-05,1.975306229517171e-05,12-Oxooctadecanoate-F,1.0603883113983254e-05,3.0030604806098397e-05,2.0253151075137407e-05
5.222538188887127e-06,1.8431696318303385e-05,1.6004248595617847e-05,5.467794719228499e-06,1.3313767803771696e-05,13-Docosenamide-F,7.830005257814369e-06,1.688621935250256e-05,2.336105999158034e-05
3.672680256023734e-06,1.789660733847541e-06,1.873429735255363e-05,3.3058251089819553e-06,1.9718520294100246e-06,17-alpha-Hydroxypregnenolone-F,4.6805120519328936e-07,,6.674519908748268e-07
,,9.991682278919904e-07,,,18-Methyl-nonadecanol-F,,,
,,4.7287296916796654e-05,,,1-Deoxypentitol-F,,,
,,,,,1-Dodecanol-F,,8.73363541373711e-06,
6.879817174017473e-06,2.176880498986488e-05,1.55027119377882e-05,9.544911242431532e-06,1.836604773354823e-05,1-Dodecene-F,1.1479781011992627e-05,,1.2042789878760836e-05
1.1122797405308823e-05,2.2157079557058686e-05,6.092911798553189e-06,5.441001963542632e-06,5.5048923056506085e-06,1-Hexacosene-F,1.4655672715643905e-05,1.2910901587876432e-05,3.868473704894402e-06
2.0215364202095466e-05,4.723781184029817e-06,3.3532277522776966e-06,2.210566370724355e-05,4.3950547188156935e-06,1-Hexadecanol-F,1.7056843290288054e-05,1.765405291100132e-05,3.4799782986616144e-06
2.5515636422169148e-05,5.803970515719202e-06,2.257722375381351e-05,6.988409252482789e-06,1.836604773354823e-05,1-Hexanol-F,1.4592665819935099e-05,3.4649152282659024e-05,5.5048923056506085e-06
3.268627187811113e-05,3.150879501328838e-05,4.346491473329062e-05,2.5713226812179467e-05,6.686423142172537e-05,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",3.2583451510742636e-05,2.5311722434738515e-05,2.2927331340685753e-05
,,,9.991682278919904e-07,,"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3alpha,4abeta,6aalpha,10abeta,10balpha)]--F",5.2609755160149965e-05,,5.709265376450192e-06
7.589161735392594e-06,4.212657840889381e-06,6.674519908748268e-07,3.021409263273309e-06,3.23059920168965e-06,1-Methyl-4-hydroxy-1H-imidazol-2-amine-F,1.5371981451997847e-05,9.277628608016005e-06,5.634063006732416e-06
1.2422801951330743e-05,1.6512916230487514e-05,1.161057319537282e-05,1.346120737417283e-05,1.3798916561898663e-05,1-Monomyristin-F,1.3562024007071758e-05,,9.815548044266705e-06
8.475331466299738e-06,2.159440673801431e-05,1.4655672715643905e-05,1.0659679034482969e-05,,1-Monopalmitin-F,1.2567083921581371e-05,,1.2392257246835671e-05
2.2350742716287636e-05,2.7700395279694107e-05,1.657395695721218e-05,3.727730647654299e-05,2.343767946148007e-05,1-Octadecanol-F,2.034878310473378e-05,2.6481281622744387e-05,4.990678143691568e-06
2.484664033988511e-05,4.463682502934161e-05,4.463682502934161e-05,2.8778991848421128e-05,3.358745976749155e-05,1-Octanol-F,2.7700395279694107e-05,2.3590918401279535e-05,3.4649152282659024e-05
1.7015225490899037e-06,,3.021409263273309e-06,8.577534420262301e-07,,"1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]--F",,,
1.0454787836875021e-05,1.4772244342186592e-05,1.4060860764688245e-05,1.1151599586724558e-05,1.3313767803771696e-05,"1-Propanamine, N,N-diethyl--F",1.2797070350176513e-05,1.8158082577755487e-05,8.068926943969344e-06
2.893112931136474e-06,1.2725837388665158e-05,1.072578692735823e-05,2.6411574802650812e-06,1.1426482578242848e-05,1-Tetracosene-F,4.631037028103475e-06,9.13932861152029e-06,8.475331466299738e-06
,,,,,1-Tetradecanol-F,,1.054808719348354e-05,
3.5284114250543903e-06,1.6634997683936846e-05,5.5271362064019945e-06,4.160102815174802e-06,1.2143831100590792e-05,"2',2,3,6'-Tetramethoxychalcone-F",6.064746785512522e-06,,4.561994165419624e-06
4.3950547188156935e-06,2.147498437033308e-05,1.5712157640367622e-05,1.4713492912393342e-05,1.35160529853322e-05,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",2.3002267831270523e-05,1.3647786235958915e-05,1.0389523267657626e-05
1.2283094544721137e-05,5.250361410877642e-06,4.631037028103475e-06,6.202204494441844e-06,5.019531850349988e-06,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone-F",1.1790367430650207e-05,7.830005257814369e-06,7.830005257814369e-06
2.268265968366581e-05,2.970671668301444e-05,1.840242548010774e-05,3.641538415551906e-05,2.436307002925116e-05,"2,3,4-Trihydroxybutyric acid-F",3.268627187811113e-05,2.2632295090858327e-05,1.6792953729878555e-05
,,6.541244802233047e-06,,2.1534695554173693e-05,"2,3-Butanediol-F",1.7526733275419454e-05,9.704946581785091e-06,
1.4173255998366187e-05,1.3932791996829879e-05,2.3077204321855292e-05,1.8970602266535644e-05,2.092139514350899e-05,"2,3-Dihydroxy-2-methylpropanoic acid-F",2.206483434554881e-05,5.0652376081904485e-05,1.8816337440787732e-05
4.561994165419624e-06,1.3139572921535198e-05,2.7240409777583607e-05,5.050446552997043e-06,2.8599266972824817e-05,"2,3-Dihydroxypropyl icosanoate-F",9.614322050240259e-06,,5.976994457161354e-06
2.484664033988511e-05,1.570346723404561e-05,2.173827194001716e-05,4.116822187794638e-06,,"2,4,6-Tris(1,1-dimethylethyl)-4-methylcyclohexa-2,5-dien-1-one-F",2.9607652130546215e-05,9.360263028711665e-05,1.5487081374959183e-05
2.6411574802650812e-06,5.376081136488509e-06,5.57881337273308e-06,4.681531061450952e-06,4.364139980073052e-06,"2,4-Di-tert-butylphenol-F",3.868473704894402e-06,,4.248725036044306e-06
1.3427383714117782e-05,2.092139514350899e-05,9.564327079280296e-06,1.8710032963879787e-05,1.975306229517171e-05,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F",1.9337441699452236e-05,1.2283094544721137e-05,6.7173371748674375e-06
1.4525385418252723e-05,1.102560300159499e-05,8.662199689508543e-06,1.3134303652959805e-05,8.163603001807859e-06,"2,5-Dimethoxybenzhydrazide-F",1.114946054461343e-05,2.3298025692556636e-05,2.2018711739793877e-05
7.330555452571142e-06,1.2470483618732257e-05,1.1757822803850252e-05,1.8040411809802693e-05,1.2392257246835671e-05,"2,5-Dimethoxymandelic acid-F",8.4864720895844e-06,1.9582579481758422e-05,1.9337441699452236e-05
1.361846271992069e-05,5.57881337273308e-06,4.069419579927048e-06,2.7390093885010735e-05,4.781488633928806e-06,"2,5-Dimethoxyphenol-F",6.355597017274777e-06,1.4712561679349532e-05,1.4525385418252723e-05
2.5956017621432322e-05,1.7288391066718357e-05,1.3640187778544121e-05,2.4095135719223544e-05,1.6478647465219972e-05,"2,5-Di-tert-butyl-4-hydroxyphenol-F",2.5956017621432322e-05,1.4060860764688245e-05,1.40791570648431e-05
3.290412426307043e-05,3.664666164931017e-05,2.5766059361524834e-05,7.606760591902746e-05,3.0716945709673016e-05,"2,6-Di-O-methyl-d-galactopyranose-F",3.626250384777477e-05,7.953955966237243e-06,2.736993327458843e-06
1.2797070350176513e-05,9.133267560237245e-06,4.845379026198361e-06,2.215566189036991e-07,6.410432747670929e-06,"2-Allyl-1,4-dimethoxybenzene-F",6.070650113228141e-07,2.5521960019589458e-05,1.2992483356046897e-06
1.2686874670412843e-05,1.3980535458479832e-05,2.257722375381351e-05,1.736650170078324e-05,2.436307002925116e-05,2-Amino-4-tert-butylphenol-F,2.6343094971864535e-05,3.0241295039425458e-05,2.1218977200132708e-05
2.847054550051834e-05,3.079034102168166e-05,1.4173255998366187e-05,3.31249127950806e-05,3.4461637679166565e-05,2-Aminoadipic acid-F,2.67829689286565e-05,2.0886291800900662e-05,2.7493527683238524e-05
0.0001247429022167952,3.540592791728589e-05,3.5211932400810944e-05,2.950858757807799e-05,3.687793914310128e-05,2-Aminobutanoic acid-F,2.8907138124728793e-05,,5.2609755160149965e-05
3.358745976749155e-05,3.918652043120164e-05,6.533706357604776e-05,4.346491473329062e-05,2.7192928148823935e-05,2-Butenedioic acid-F,1.6478647465219972e-05,4.558638334540055e-05,3.131416001425645e-05
5.50700113836064e-05,2.9132075330914097e-06,2.257722375381351e-05,1.782040887599989e-05,2.1983175622159342e-05,"2-Butenoic acid, 2-hydroxy--F",6.0643910950827014e-05,,5.441001963542632e-06
6.674519908748268e-07,2.677224729048848e-06,4.3409539482719576e-06,,1.844946710483121e-06,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester-F",5.051490468464879e-07,1.6769609861166164e-05,1.9823598736468096e-05
,,7.766967961267407e-07,,,2'-Deoxyribolactone-F,,6.036581772471855e-06,2.029559696648541e-06
5.5048923056506085e-06,2.7390093885010735e-05,3.610962354003048e-05,1.4048979516672418e-05,4.7287296916796654e-05,2'-Desoxyuridine-F,1.235586967946416e-05,2.6988523191489027e-05,3.610962354003048e-05
3.540592791728589e-05,3.192279709744911e-05,2.034878310473378e-05,4.426054320388334e-05,2.2632295090858327e-05,2-Ethylacetoacetate-F,4.558638334540055e-05,3.131416001425645e-05,1.3851734963653214e-05
1.9718520294100246e-06,2.8599266972824817e-05,2.533614799420995e-05,2.736993327458843e-06,3.0030604806098397e-05,2-Ethylhexanoic acid-F,4.364139980073052e-06,1.6512916230487514e-05,2.0866190558985654e-05
1.9026758404792984e-05,8.887224545724867e-06,2.533614799420995e-05,,,"2-Furanacetaldehyde, tetrahydro-alpha-F",9.910396127662222e-05,,
3.727730647654299e-05,,,3.1411477513772414e-05,2.283130794426248e-05,2-Furoic acid-F,3.131416001425645e-05,,
1.4954651554609225e-05,1.5371981451997847e-05,1.657395695721218e-05,2.01274101474737e-05,3.559992343376083e-05,2-Hydroxy-2-methylbutyric acid-F,2.3250144469851632e-05,,1.9590960745114924e-05
4.975736036985638e-06,3.7798513932929393e-06,2.677224729048848e-06,1.2069064934656574e-05,4.160102815174802e-06,2-Hydroxy-3-methylbutyric acid-F,3.1141535472581485e-06,6.220703947074165e-05,3.3058251089819553e-06
1.2591543239305175e-05,1.0090223013501273e-05,5.324556668072494e-06,3.513634742048339e-05,5.5493801071533804e-06,2-Hydroxy-5-methoxybenzaldehyde-F,1.4110523376017462e-05,1.8431696318303385e-05,1.3783187007718076e-05
2.4239294845889594e-06,5.5493801071533804e-06,,2.1534695554173693e-05,,2-Isopropyl-5-methyl-1-heptanol-F,,8.393320837173485e-06,
2.176880498986488e-05,3.4461637679166565e-05,9.910396127662222e-05,6.533706357604776e-05,3.831383033155565e-05,2-Ketobutyric acid-F,4.1974889587643094e-05,2.2733024276473295e-05,3.210766829580231e-05
1.3763208976609617e-05,2.0083090917598144e-05,1.161057319537282e-05,1.8710032963879787e-05,1.1151599586724558e-05,2-Ketohexanoic acid-F,1.7803565655817185e-05,,1.5022456407224026e-05
9.150901367631355e-07,3.966370409353838e-06,6.070650113228141e-07,1.7015225490899037e-06,2.4239294845889594e-06,"2-Methyl-4,6-dinitrophenol-F",2.4966823180455214e-06,,3.23059920168965e-06
1.7418748926552642e-05,1.3307026984933546e-05,5.803970515719202e-06,2.1867861568065503e-05,8.73363541373711e-06,2-Octanol-F,,,6.1475581464975165e-06
1.1785389921929097e-05,,1.5929672375932095e-05,1.346120737417283e-05,1.8040411809802693e-05,2-Palmitoylglycerol-F,1.7246682269035824e-05,,2.1534695554173693e-05
1.3139572921535198e-05,,4.954047227988588e-05,1.63820550378874e-05,2.8971211262882626e-05,"2-Pentenedioic acid, 2-hydroxy--F",2.533614799420995e-05,3.506076244015584e-05,4.016701514005419e-05
3.863927144298118e-05,2.092139514350899e-05,4.5914557525236225e-05,3.2520754294336424e-05,1.8040411809802693e-05,2-Pentenedioic acid-F,2.283356821562838e-05,,5.467794719228499e-06
9.069262956871219e-05,8.393320837173485e-06,0.00021037771234304727,4.84806706359182e-05,3.5284114250543903e-06,2-Piperidinone-F,3.574783517355638e-06,1.4372265497424617e-05,7.330555452571142e-06
4.426054320388334e-05,7.830005257814369e-06,5.6920350543708695e-05,3.411965807941497e-06,4.792990000527625e-05,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)-F",4.960793930279709e-06,1.89144461282783e-05,2.8217167642401288e-05
2.4479787048082615e-05,1.3385339811909137e-05,1.934738244011885e-05,2.01274101474737e-05,1.2869169673641848e-05,2-Pyrrolidinone-F,1.6170888215998225e-05,8.82987821579131e-06,2.1218977200132708e-05
4.04726402169037e-06,4.87526324241824e-06,,4.515622078239875e-06,4.2306914384668435e-06,2-tert-Butyl-4-ethylphenol-F,3.672680256023734e-06,2.834182402821186e-05,2.0595057609042803e-05
3.938520390995757e-05,9.069262956871219e-05,3.0783454061225895e-05,3.358745976749155e-05,2.343767946148007e-05,3-(3-Hydroxyphenyl)propanoic acid-F,3.9583887388713506e-05,1.1122797405308823e-05,1.9002326871187014e-06
9.211848288084262e-06,1.8073418160463458e-05,1.3640187778544121e-05,1.1426482578242848e-05,1.5199528222535453e-05,"3,3,5-Trimethylcyclohexan-1-ol-F",1.2910901587876432e-05,0.00021037771234304727,1.2971636406337925e-05
,,1.4363041674817941e-06,,,"3,4,5-Trihydroxypentanoic acid-F",2.109113763709528e-06,7.2138788215239956e-06,9.910396127662222e-05
5.050446552997043e-06,1.1954732105671128e-05,3.672680256023734e-06,2.4095135719223544e-05,7.2138788215239956e-06,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-F",8.4864720895844e-06,6.26850602475329e-06,7.2138788215239956e-06
6.686423142172537e-05,4.558638334540055e-05,4.463682502934161e-05,6.686423142172537e-05,3.31249127950806e-05,"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one-F",4.84806706359182e-05,,5.163798424280938e-05
1.353490881026105e-05,1.102560300159499e-05,3.1564037196736394e-06,1.054808719348354e-05,5.91263230801628e-06,"3,4-Dimethoxymandelic acid-F",8.993228650066688e-06,8.258279059646372e-06,1.7704528510273135e-05
1.161057319537282e-05,5.163800342382888e-06,3.868473704894402e-06,5.11124540177587e-06,3.4799782986616144e-06,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",5.443749937568881e-06,1.0023024744523334e-05,1.2686874670412843e-05
,,1.9823598736468096e-05,,5.2609755160149965e-05,"3,5-Dimethylphenol-F",3.3532277522776966e-06,,5.163800342382888e-06
3.641538415551906e-05,4.379597349444373e-06,6.2353552595975666e-06,1.427948673020159e-05,3.672680256023734e-06,3-Amino-2-piperidone-F,2.012615293327386e-05,2.7192928148823935e-05,4.212657840889381e-06
,,,,,3-Aminoisobutyric acid-F,,,
9.360263028711665e-05,2.7877904856115614e-05,2.8880050320266787e-05,7.606760591902746e-05,2.483078817706204e-05,3-Buten-2-one-F,4.310807603211979e-05,,2.8778991848421128e-05
4.317767916470863e-06,,,1.2992483356046897e-06,1.4363041674817941e-06,3-Deoxyhexitol-F,2.677224729048848e-06,,
1.1426482578242848e-05,1.2078738479918811e-05,1.6319731375822373e-05,1.3281609009998192e-05,7.743995116994161e-05,"3-Ethyl-3-methyl-pyrrolidine-2,5-dione-F",1.114946054461343e-05,2.7481790400980926e-05,
1.3932791996829879e-05,2.8730183291815375e-06,4.212657840889381e-06,3.7798513932929393e-06,2.6411574802650812e-06,3-Hexenedioic acid-F,1.789660733847541e-06,2.2927331340685753e-05,3.400018344535604e-05
,5.50700113836064e-05,6.686423142172537e-05,2.634354491413347e-05,7.007477770287774e-05,"3-Hydroxy-2,3-dihydromaltol-F",0.00021037771234304727,2.8599266972824817e-05,4.960793930279709e-06
4.905147458638121e-06,2.989738504552492e-05,5.422453129935512e-06,6.7173371748674375e-06,4.515622078239875e-06,3-Hydroxybutyric acid-F,1.427948673020159e-05,2.1983175622159342e-05,5.6920350543708695e-05
2.268265968366581e-05,1.102560300159499e-05,5.467794719228499e-06,3.2520754294336424e-05,1.9545178190734727e-05,3-Hydroxyisovaleric acid-F,2.8217167642401288e-05,1.3851734963653214e-05,2.4346414968044438e-05
1.161057319537282e-05,5.005104997020778e-06,1.1902622933739394e-05,6.036581772471855e-06,5.91263230801628e-06,3-Methyl-2-furoic acid-F,1.4110523376017462e-05,3.192279709744911e-05,2.6869214686453195e-05
1.9460812685940262e-05,,3.641538415551906e-05,4.0750142891394885e-05,4.471311006304033e-06,3-Methyl-2-oxovaleric acid-F,7.450931260522225e-06,,1.8423418974549786e-05
9.815548044266705e-06,1.2910901587876432e-05,1.4097453364997954e-05,8.590763965279978e-06,1.0324258698440233e-05,3-Methylvaleric acid-F,1.235586967946416e-05,,1.2591543239305175e-05
4.750587574847091e-08,2.029559696648541e-06,3.9840183570436675e-05,1.4169320725281462e-07,3.1564037196736394e-06,3-O-methyl-beta-D-Glucopyranose-F,7.953955966237243e-06,1.0454787836875021e-05,9.150901367631355e-07
1.1223857528392744e-05,1.7595941370518887e-05,1.2552481582839829e-05,1.3134303652959805e-05,1.4115726791071148e-05,3-Oxo-1-cyclohexene-1-carboxylic acid-F,1.4401865721083628e-05,,9.815548044266705e-06
4.364139980073052e-06,3.3058251089819553e-06,,2.669672317085981e-05,5.454398341385566e-06,"3-Pentenoic acid, 4-methyl-F",1.4908211686478154e-05,,
1.782040887599989e-05,2.6869214686453195e-05,2.533614799420995e-05,1.63820550378874e-05,2.634354491413347e-05,3-Pyridylcarbinol-F,1.5934398869422338e-05,3.290412426307043e-05,2.7493527683238524e-05
,,1.7523243378091448e-05,,,3-hydroxypalmitic acid-F,,,
5.976994457161354e-06,1.5239529089002842e-05,,1.0023024744523334e-05,1.2869169673641848e-05,3-Undecene-F,,1.0090223013501273e-05,
9.815548044266705e-06,1.6028994608052693e-05,1.3851734963653214e-05,1.3792717638957483e-05,1.4579608703051316e-05,pyrazole-F,1.3691551692417019e-05,4.0750142891394885e-05,1.1349022807710562e-05
1.6889829704381302e-07,8.73363541373711e-06,4.13846250148472e-06,2.1534695554173693e-05,5.803970515719202e-06,4-hydroxy-3-penten-2-one-F,6.674519908748268e-07,,4.116822187794638e-06
8.590763965279978e-06,5.250361410877642e-06,1.3224544253949006e-05,3.5284114250543903e-06,2.3774837933029484e-05,4-Aminobenzoic acid-F,3.4799782986616144e-06,3.863927144298118e-05,3.918652043120164e-05
2.6343094971864535e-05,2.950858757807799e-05,3.559992343376083e-05,2.778915006790486e-05,4.0750142891394885e-05,4-Coumaric acid-F,3.358745976749155e-05,1.950777689971103e-05,8.325799948409928e-06
5.746503900837524e-06,1.35160529853322e-05,2.503006175286358e-05,1.246057520347657e-05,1.915101380624895e-05,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-F,1.0389523267657626e-05,1.4592665819935099e-05,2.906237220549846e-05
5.163798424280938e-05,1.3224544253949006e-05,1.4861771818347085e-05,2.0440073406975635e-05,1.5199528222535453e-05,4-Hydroxybenzaldehyde-F,1.6709213173689982e-05,2.8880050320266787e-05,3.559992343376083e-05
1.7020295485679663e-05,7.623300396063313e-06,5.2609755160149965e-05,1.586091431095289e-05,3.868473704894402e-06,4-Hydroxybenzeneacetic acid-F,3.23059920168965e-06,9.544911242431532e-06,2.6411574802650812e-06
2.6869214686453195e-05,1.1659656398198631e-05,1.0501437515179281e-05,1.3640187778544121e-05,1.2143831100590792e-05,4-Hydroxybenzoic acid-F,1.3060549964127387e-05,2.159440673801431e-05,1.4332355294502138e-05
2.0215364202095466e-05,1.429244509157966e-05,1.6170888215998225e-05,2.5887454766151262e-05,1.4115726791071148e-05,4-Hydroxybutanoic acid-F,3.2292539494155514e-05,,1.2764800106917474e-05
4.845379026198361e-06,,4.248725036044306e-06,1.246057520347657e-05,3.574783517355638e-06,4-Hydroxyphenyllactic acid-F,4.3950547188156935e-06,1.7837252096182595e-05,1.789660733847541e-06
1.2006841277602862e-05,1.307044056450904e-05,1.3139572921535198e-05,1.4713492912393342e-05,1.2535323434486798e-05,4-Methoxyphenol-F,1.4908211686478154e-05,2.413643212929012e-05,4.681531061450952e-06
8.993228650066688e-06,2.2880449778157066e-05,5.019531850349988e-06,3.938520390995757e-05,2.834182402821186e-05,4-Methyl-5-thiazoleethanol-F,2.9963994925811656e-05,3.150879501328838e-05,3.641538415551906e-05
1.2971636406337925e-05,2.1275246514153338e-05,5.634063006732416e-06,1.4048979516672418e-05,1.9545178190734727e-05,4-Methylvaleric acid-F,1.2567083921581371e-05,1.2829340593435552e-05,2.0253151075137407e-05
1.0926681883116735e-05,1.6028994608052693e-05,1.2764800106917474e-05,1.246057520347657e-05,1.3313767803771696e-05,"4-Nonanone, 2,6,8-trimethyl-F",1.876728309704245e-05,,1.5487081374959183e-05
7.450931260522225e-06,1.6960764474698314e-05,3.3058251089819553e-06,9.86678912541326e-06,4.631037028103475e-06,4-Pyridinol-F,2.3002267831270523e-05,2.452308768438531e-05,3.210766829580231e-05
